profile_id,from_country,from_city,to_country,to_city,fpp_delta_usd,rfpg_percent,pc_fpp_delta_usd
F1,Portugal,Faro,Portugal,Lisbon,-354.8387096774195,-6.8607068607068635,-354.8387096774195
F1,Portugal,Faro,Portugal,Porto,-91.39784946236614,-1.7671517671517776,-91.39784946236614
F2,Brazil,São Paulo,Brazil,Rio de Janeiro,57.200000000000045,14.666666666666679,19.06666666666668
F2,Brazil,São Paulo,Brazil,Belo Horizonte,300.4,77.02564102564102,100.13333333333333
F2,Brazil,São Paulo,Brazil,Salvador,426.79999999999995,109.43589743589743,142.26666666666665
F2,Brazil,São Paulo,Brazil,Curitiba,228.79999999999995,58.66666666666666,76.26666666666665
F2,Brazil,São Paulo,USA,New York,810.0,207.6923076923077,270.0
F2,Brazil,São Paulo,USA,San Francisco,-152.0,-38.97435897435898,-50.666666666666664
F2,Brazil,São Paulo,USA,Austin,2188.0,561.025641025641,729.3333333333334
F2,Brazil,São Paulo,USA,Miami,1458.0,373.84615384615387,486.0
F2,Brazil,São Paulo,Germany,Berlin,3803.5483870967746,975.2688172043012,1267.8494623655915
F2,Brazil,São Paulo,Germany,Munich,2956.2365591397847,758.0093741384063,985.4121863799282
F2,Brazil,São Paulo,Germany,Frankfurt,3391.720430107527,869.6719051557762,1130.573476702509
F2,Brazil,São Paulo,France,Paris,3477.741935483871,891.7287014061209,1159.247311827957
F2,Brazil,São Paulo,France,Lyon,4540.10752688172,1164.130135097877,1513.36917562724
F2,Brazil,São Paulo,France,Marseille,4790.645161290322,1228.3705541770055,1596.8817204301074
F2,Brazil,São Paulo,Portugal,Lisbon,5231.5053763440865,1341.4116349600222,1743.8351254480287
F2,Brazil,São Paulo,Portugal,Porto,5643.333333333334,1447.008547008547,1881.1111111111113
F2,Brazil,São Paulo,Portugal,Faro,5816.451612903225,1491.3978494623655,1938.8172043010752
F2,Brazil,Rio de Janeiro,Brazil,São Paulo,-57.200000000000045,-12.790697674418613,-19.06666666666668
F2,Brazil,Rio de Janeiro,Brazil,Belo Horizonte,243.19999999999993,54.38282647584971,81.06666666666665
F2,Brazil,Rio de Janeiro,Brazil,Salvador,369.5999999999999,82.64758497316635,123.19999999999997
F2,Brazil,Rio de Janeiro,Brazil,Curitiba,171.5999999999999,38.372093023255786,57.19999999999997
F2,Brazil,Rio de Janeiro,USA,New York,752.8,168.33631484794273,250.9333333333333
F2,Brazil,Rio de Janeiro,USA,San Francisco,-209.20000000000005,-46.77996422182469,-69.73333333333335
F2,Brazil,Rio de Janeiro,USA,Austin,2130.8,476.47584973166363,710.2666666666668
F2,Brazil,Rio de Janeiro,USA,Miami,1400.8,313.2379248658318,466.93333333333334
F2,Brazil,Rio de Janeiro,Germany,Berlin,3746.348387096775,837.7344336084022,1248.782795698925
F2,Brazil,Rio de Janeiro,Germany,Munich,2899.036559139785,648.2639890741916,966.3455197132616
F2,Brazil,Rio de Janeiro,Germany,Frankfurt,3334.5204301075273,745.6441033335257,1111.5068100358424
F2,Brazil,Rio de Janeiro,France,Paris,3420.5419354838714,764.8796814588262,1140.1806451612904
F2,Brazil,Rio de Janeiro,France,Lyon,4482.9075268817205,1002.439071306288,1494.3025089605735
F2,Brazil,Rio de Janeiro,France,Marseille,4733.445161290322,1058.462692596226,1577.8150537634408
F2,Brazil,Rio de Janeiro,Portugal,Lisbon,5174.305376344087,1157.0450304883914,1724.7684587813621
F2,Brazil,Rio de Janeiro,Portugal,Porto,5586.133333333334,1249.135360763268,1862.0444444444447
F2,Brazil,Rio de Janeiro,Portugal,Faro,5759.251612903226,1287.8469617404348,1919.7505376344086
F2,Brazil,Belo Horizonte,Brazil,São Paulo,-300.4,-43.51100811123986,-100.13333333333333
F2,Brazil,Belo Horizonte,Brazil,Rio de Janeiro,-243.19999999999993,-35.22595596755503,-81.06666666666665
F2,Brazil,Belo Horizonte,Brazil,Salvador,126.39999999999998,18.308227114716104,42.133333333333326
F2,Brazil,Belo Horizonte,Brazil,Curitiba,-71.60000000000002,-10.370799536500583,-23.866666666666674
F2,Brazil,Belo Horizonte,USA,New York,509.6,73.81228273464659,169.86666666666667
F2,Brazil,Belo Horizonte,USA,San Francisco,-452.4,-65.52723059096176,-150.79999999999998
F2,Brazil,Belo Horizonte,USA,Austin,1887.6,273.4067207415991,629.1999999999999
F2,Brazil,Belo Horizonte,USA,Miami,1157.6,167.67091541135574,385.8666666666666
F2,Brazil,Belo Horizonte,Germany,Berlin,3503.1483870967745,507.4085149329048,1167.716129032258
F2,Brazil,Belo Horizonte,Germany,Munich,2655.8365591397846,384.680845761846,885.2788530465949
F2,Brazil,Belo Horizonte,Germany,Frankfurt,3091.320430107527,447.75788385103226,1030.4401433691758
F2,Brazil,Belo Horizonte,France,Paris,3177.341935483871,460.21754569580986,1059.1139784946238
F2,Brazil,Belo Horizonte,France,Lyon,4239.707526881721,614.0943694788124,1413.235842293907
F2,Brazil,Belo Horizonte,France,Marseille,4490.245161290322,650.3831346017269,1496.7483870967742
F2,Brazil,Belo Horizonte,Portugal,Lisbon,4931.105376344087,714.2389015562119,1643.7017921146955
F2,Brazil,Belo Horizonte,Portugal,Porto,5342.933333333334,773.8895326380843,1780.977777777778
F2,Brazil,Belo Horizonte,Portugal,Faro,5516.051612903226,798.964602100699,1838.683870967742
F2,Brazil,Salvador,Brazil,São Paulo,-426.79999999999995,-52.25269343780607,-142.26666666666665
F2,Brazil,Salvador,Brazil,Rio de Janeiro,-369.5999999999999,-45.24975514201762,-123.19999999999997
F2,Brazil,Salvador,Brazil,Belo Horizonte,-126.39999999999998,-15.475024485798237,-42.133333333333326
F2,Brazil,Salvador,Brazil,Curitiba,-198.0,-24.2409402546523,-66.0
F2,Brazil,Salvador,USA,New York,383.20000000000005,46.91478942213517,127.73333333333335
F2,Brazil,Salvador,USA,San Francisco,-578.8,-70.86190009794319,-192.9333333333333
F2,Brazil,Salvador,USA,Austin,1761.2,215.62193927522037,587.0666666666667
F2,Brazil,Salvador,USA,Miami,1031.2,126.24877571008817,343.73333333333335
F2,Brazil,Salvador,Germany,Berlin,3376.7483870967744,413.4118985182143,1125.5827956989249
F2,Brazil,Salvador,Germany,Munich,2529.4365591397845,309.67636620222635,843.1455197132615
F2,Brazil,Salvador,Germany,Frankfurt,2964.920430107527,362.9922172021948,988.3068100358423
F2,Brazil,Salvador,France,Paris,3050.941935483871,373.52374332564534,1016.9806451612903
F2,Brazil,Salvador,France,Lyon,4113.30752688172,503.5880909502596,1371.1025089605735
F2,Brazil,Salvador,France,Marseille,4363.845161290322,534.2611607848092,1454.6150537634405
F2,Brazil,Salvador,Portugal,Lisbon,4804.705376344086,588.2352321674935,1601.568458781362
F2,Brazil,Salvador,Portugal,Porto,5216.533333333334,638.654913483513,1738.8444444444447
F2,Brazil,Salvador,Portugal,Faro,5389.651612903225,659.8496098069571,1796.5505376344083
F2,Brazil,Curitiba,Brazil,São Paulo,-228.79999999999995,-36.97478991596638,-76.26666666666665
F2,Brazil,Curitiba,Brazil,Rio de Janeiro,-171.5999999999999,-27.731092436974773,-57.19999999999997
F2,Brazil,Curitiba,Brazil,Belo Horizonte,71.60000000000002,11.570782159017458,23.866666666666674
F2,Brazil,Curitiba,Brazil,Salvador,198.0,31.99741435035553,66.0
F2,Brazil,Curitiba,USA,New York,581.2,93.92372333548805,193.73333333333335
F2,Brazil,Curitiba,USA,San Francisco,-380.79999999999995,-61.53846153846153,-126.93333333333332
F2,Brazil,Curitiba,USA,Austin,1959.2,316.6127989657402,653.0666666666667
F2,Brazil,Curitiba,USA,Miami,1229.2,198.6425339366516,409.73333333333335
F2,Brazil,Curitiba,Germany,Berlin,3574.7483870967744,577.6904310111142,1191.5827956989249
F2,Brazil,Curitiba,Germany,Munich,2727.4365591397845,440.7622105914326,909.1455197132615
F2,Brazil,Curitiba,Germany,Frankfurt,3162.920430107527,511.1377553502791,1054.3068100358423
F2,Brazil,Curitiba,France,Paris,3248.941935483871,525.0390975248661,1082.9806451612903
F2,Brazil,Curitiba,France,Lyon,4311.30752688172,696.720673381015,1437.1025089605735
F2,Brazil,Curitiba,France,Marseille,4561.845161290322,737.2083324644993,1520.6150537634405
F2,Brazil,Curitiba,Portugal,Lisbon,5002.705376344086,808.4527111092576,1667.568458781362
F2,Brazil,Curitiba,Portugal,Porto,5414.533333333334,875.0053867700927,1804.8444444444447
F2,Brazil,Curitiba,Portugal,Faro,5587.651612903225,902.9818378964488,1862.5505376344083
F2,USA,New York,Brazil,São Paulo,-810.0,-67.5,-270.0
F2,USA,New York,Brazil,Rio de Janeiro,-752.8,-62.73333333333333,-250.9333333333333
F2,USA,New York,Brazil,Belo Horizonte,-509.6,-42.46666666666667,-169.86666666666667
F2,USA,New York,Brazil,Salvador,-383.20000000000005,-31.933333333333337,-127.73333333333335
F2,USA,New York,Brazil,Curitiba,-581.2,-48.43333333333334,-193.73333333333335
F2,USA,New York,USA,San Francisco,-962.0,-80.16666666666666,-320.6666666666667
F2,USA,New York,USA,Austin,1378.0,114.83333333333334,459.3333333333333
F2,USA,New York,USA,Miami,648.0,54.0,216.0
F2,USA,New York,Germany,Berlin,2993.5483870967746,249.46236559139788,997.8494623655915
F2,USA,New York,Germany,Munich,2146.2365591397847,178.85304659498206,715.4121863799282
F2,USA,New York,Germany,Frankfurt,2581.720430107527,215.14336917562727,860.5734767025091
F2,USA,New York,France,Paris,2667.741935483871,222.31182795698925,889.2473118279571
F2,USA,New York,France,Lyon,3730.1075268817203,310.84229390681,1243.36917562724
F2,USA,New York,France,Marseille,3980.645161290322,331.72043010752685,1326.8817204301074
F2,USA,New York,Portugal,Lisbon,4421.5053763440865,368.45878136200724,1473.8351254480287
F2,USA,New York,Portugal,Porto,4833.333333333334,402.7777777777778,1611.1111111111113
F2,USA,New York,Portugal,Faro,5006.451612903225,417.2043010752688,1668.8172043010752
F2,USA,San Francisco,Brazil,São Paulo,152.0,63.86554621848739,50.666666666666664
F2,USA,San Francisco,Brazil,Rio de Janeiro,209.20000000000005,87.89915966386556,69.73333333333335
F2,USA,San Francisco,Brazil,Belo Horizonte,452.4,190.08403361344537,150.79999999999998
F2,USA,San Francisco,Brazil,Salvador,578.8,243.19327731092434,192.9333333333333
F2,USA,San Francisco,Brazil,Curitiba,380.79999999999995,160.0,126.93333333333332
F2,USA,San Francisco,USA,New York,962.0,404.2016806722689,320.6666666666667
F2,USA,San Francisco,USA,Austin,2340.0,983.1932773109245,780.0
F2,USA,San Francisco,USA,Miami,1610.0,676.4705882352941,536.6666666666666
F2,USA,San Francisco,Germany,Berlin,3955.5483870967746,1661.995120628897,1318.5161290322583
F2,USA,San Francisco,Germany,Munich,3108.2365591397847,1305.9817475377247,1036.078853046595
F2,USA,San Francisco,Germany,Frankfurt,3543.720430107527,1488.9581639107257,1181.2401433691757
F2,USA,San Francisco,France,Paris,3629.741935483871,1525.1016535646518,1209.9139784946237
F2,USA,San Francisco,France,Lyon,4692.10752688172,1971.4737507906389,1564.0358422939069
F2,USA,San Francisco,France,Marseille,4942.645161290322,2076.7416644076984,1647.548387096774
F2,USA,San Francisco,Portugal,Lisbon,5383.5053763440865,2261.97704888407,1794.5017921146955
F2,USA,San Francisco,Portugal,Porto,5795.333333333334,2435.014005602241,1931.777777777778
F2,USA,San Francisco,Portugal,Faro,5968.451612903225,2507.752778530767,1989.4838709677417
F2,USA,Austin,Brazil,São Paulo,-2188.0,-84.87199379363848,-729.3333333333334
F2,USA,Austin,Brazil,Rio de Janeiro,-2130.8,-82.6532195500388,-710.2666666666668
F2,USA,Austin,Brazil,Belo Horizonte,-1887.6,-73.21955003878976,-629.1999999999999
F2,USA,Austin,Brazil,Salvador,-1761.2,-68.31652443754848,-587.0666666666667
F2,USA,Austin,Brazil,Curitiba,-1959.2,-75.99689681923972,-653.0666666666667
F2,USA,Austin,USA,New York,-1378.0,-53.45228859581071,-459.3333333333333
F2,USA,Austin,USA,San Francisco,-2340.0,-90.76803723816911,-780.0
F2,USA,Austin,USA,Miami,-730.0,-28.316524437548484,-243.33333333333334
F2,USA,Austin,Germany,Berlin,1615.5483870967746,62.6667334017368,538.5161290322582
F2,USA,Austin,Germany,Munich,768.2365591397847,29.79971137082175,256.07885304659493
F2,USA,Austin,Germany,Frankfurt,1203.7204301075271,46.69202599330982,401.2401433691757
F2,USA,Austin,France,Paris,1289.7419354838712,50.028779498986474,429.91397849462373
F2,USA,Austin,France,Lyon,2352.1075268817203,91.23768529409311,784.0358422939067
F2,USA,Austin,France,Marseille,2602.645161290322,100.95597987937634,867.548387096774
F2,USA,Austin,Portugal,Lisbon,3043.5053763440865,118.0568415959692,1014.5017921146955
F2,USA,Austin,Portugal,Porto,3455.333333333334,134.0315490043962,1151.777777777778
F2,USA,Austin,Portugal,Faro,3628.4516129032254,140.74676543457042,1209.4838709677417
F2,USA,Miami,Brazil,São Paulo,-1458.0,-78.8961038961039,-486.0
F2,USA,Miami,Brazil,Rio de Janeiro,-1400.8,-75.80086580086581,-466.93333333333334
F2,USA,Miami,Brazil,Belo Horizonte,-1157.6,-62.64069264069264,-385.8666666666666
F2,USA,Miami,Brazil,Salvador,-1031.2,-55.80086580086581,-343.73333333333335
F2,USA,Miami,Brazil,Curitiba,-1229.2,-66.51515151515152,-409.73333333333335
F2,USA,Miami,USA,New York,-648.0,-35.064935064935064,-216.0
F2,USA,Miami,USA,San Francisco,-1610.0,-87.12121212121212,-536.6666666666666
F2,USA,Miami,USA,Austin,730.0,39.5021645021645,243.33333333333334
F2,USA,Miami,Germany,Berlin,2345.5483870967746,126.92361402038823,781.8494623655915
F2,USA,Miami,Germany,Munich,1498.2365591397847,81.07340687985848,499.41218637992824
F2,USA,Miami,Germany,Frankfurt,1933.7204301075271,104.63855141274499,644.5734767025091
F2,USA,Miami,France,Paris,2019.7419354838712,109.29339477726576,673.2473118279571
F2,USA,Miami,France,Lyon,3082.1075268817203,166.78071032909742,1027.36917562724
F2,USA,Miami,France,Marseille,3332.645161290322,180.33794162826416,1110.8817204301074
F2,USA,Miami,Portugal,Lisbon,3773.5053763440865,204.19401387143324,1257.8351254480287
F2,USA,Miami,Portugal,Porto,4185.333333333334,226.4790764790765,1395.1111111111113
F2,USA,Miami,Portugal,Faro,4358.451612903225,235.84694875017456,1452.8172043010752
F2,Germany,Berlin,Brazil,São Paulo,-3803.5483870967746,-90.7,-1267.8494623655915
F2,Germany,Berlin,Brazil,Rio de Janeiro,-3746.348387096775,-89.336,-1248.782795698925
F2,Germany,Berlin,Brazil,Belo Horizonte,-3503.1483870967745,-83.53661538461539,-1167.716129032258
F2,Germany,Berlin,Brazil,Salvador,-3376.7483870967744,-80.52246153846153,-1125.5827956989249
F2,Germany,Berlin,Brazil,Curitiba,-3574.7483870967744,-85.244,-1191.5827956989249
F2,Germany,Berlin,USA,New York,-2993.5483870967746,-71.38461538461539,-997.8494623655915
F2,Germany,Berlin,USA,San Francisco,-3955.5483870967746,-94.32461538461538,-1318.5161290322583
F2,Germany,Berlin,USA,Austin,-1615.5483870967746,-38.52461538461539,-538.5161290322582
F2,Germany,Berlin,USA,Miami,-2345.5483870967746,-55.932307692307695,-781.8494623655915
F2,Germany,Berlin,Germany,Munich,-847.3118279569899,-20.20512820512822,-282.4372759856633
F2,Germany,Berlin,Germany,Frankfurt,-411.82795698924747,-9.820512820512823,-137.27598566308248
F2,Germany,Berlin,France,Paris,-325.8064516129034,-7.769230769230773,-108.60215053763447
F2,Germany,Berlin,France,Lyon,736.5591397849457,17.564102564102548,245.51971326164858
F2,Germany,Berlin,France,Marseille,987.0967741935474,23.538461538461515,329.0322580645158
F2,Germany,Berlin,Portugal,Lisbon,1427.9569892473119,34.05128205128205,475.98566308243727
F2,Germany,Berlin,Portugal,Porto,1839.7849462365593,43.871794871794876,613.2616487455198
F2,Germany,Berlin,Portugal,Faro,2012.9032258064508,47.99999999999998,670.9677419354836
F2,Germany,Munich,Brazil,São Paulo,-2956.2365591397847,-88.34511568123393,-985.4121863799282
F2,Germany,Munich,Brazil,Rio de Janeiro,-2899.036559139785,-86.6357326478149,-966.3455197132616
F2,Germany,Munich,Brazil,Belo Horizonte,-2655.8365591397846,-79.36786632390745,-885.2788530465949
F2,Germany,Munich,Brazil,Salvador,-2529.4365591397845,-75.59048843187661,-843.1455197132615
F2,Germany,Munich,Brazil,Curitiba,-2727.4365591397845,-81.50758354755784,-909.1455197132615
F2,Germany,Munich,USA,New York,-2146.2365591397847,-64.1388174807198,-715.4121863799282
F2,Germany,Munich,USA,San Francisco,-3108.2365591397847,-92.88753213367609,-1036.078853046595
F2,Germany,Munich,USA,Austin,-768.2365591397847,-22.958226221079688,-256.07885304659493
F2,Germany,Munich,USA,Miami,-1498.2365591397847,-44.77377892030848,-499.41218637992824
F2,Germany,Munich,Germany,Berlin,847.3118279569899,25.321336760925472,282.4372759856633
F2,Germany,Munich,Germany,Frankfurt,435.4838709677424,13.014138817480736,145.1612903225808
F2,Germany,Munich,France,Paris,521.5053763440865,15.584832904884333,173.83512544802883
F2,Germany,Munich,France,Lyon,1583.8709677419356,47.33290488431877,527.9569892473119
F2,Germany,Munich,France,Marseille,1834.4086021505373,54.82005141388174,611.469534050179
F2,Germany,Munich,Portugal,Lisbon,2275.2688172043017,67.99485861182521,758.4229390681006
F2,Germany,Munich,Portugal,Porto,2687.096774193549,80.30205655526996,895.6989247311831
F2,Germany,Munich,Portugal,Faro,2860.2150537634407,85.47557840616966,953.4050179211469
F2,Germany,Frankfurt,Brazil,São Paulo,-3391.720430107527,-89.68723343758886,-1130.573476702509
F2,Germany,Frankfurt,Brazil,Rio de Janeiro,-3334.5204301075273,-88.17469434176856,-1111.5068100358424
F2,Germany,Frankfurt,Brazil,Belo Horizonte,-3091.320430107527,-81.74375888541371,-1030.4401433691758
F2,Germany,Frankfurt,Brazil,Salvador,-2964.920430107527,-78.40136479954506,-988.3068100358423
F2,Germany,Frankfurt,Brazil,Curitiba,-3162.920430107527,-83.63707705430764,-1054.3068100358423
F2,Germany,Frankfurt,USA,New York,-2581.720430107527,-68.26841057719648,-860.5734767025091
F2,Germany,Frankfurt,USA,San Francisco,-3543.720430107527,-93.70656809781065,-1181.2401433691757
F2,Germany,Frankfurt,USA,Austin,-1203.7204301075271,-31.829968723343764,-401.2401433691757
F2,Germany,Frankfurt,USA,Miami,-1933.7204301075271,-51.13335228888257,-644.5734767025091
F2,Germany,Frankfurt,Germany,Berlin,411.82795698924747,10.889963036678992,137.27598566308248
F2,Germany,Frankfurt,Germany,Munich,-435.4838709677424,-11.515496161501291,-145.1612903225808
F2,Germany,Frankfurt,France,Paris,86.02150537634407,2.2746659084446965,28.673835125448022
F2,Germany,Frankfurt,France,Lyon,1148.3870967741932,30.366789877736693,382.7956989247311
F2,Germany,Frankfurt,France,Marseille,1398.9247311827949,36.99175433608186,466.30824372759827
F2,Germany,Frankfurt,Portugal,Lisbon,1839.7849462365593,48.64941711686097,613.2616487455198
F2,Germany,Frankfurt,Portugal,Porto,2251.612903225807,59.53938015353996,750.5376344086022
F2,Germany,Frankfurt,Portugal,Faro,2424.7311827956983,64.11714529428488,808.2437275985661
F2,France,Paris,Brazil,São Paulo,-3477.741935483871,-89.9165971643036,-1159.247311827957
F2,France,Paris,Brazil,Rio de Janeiro,-3420.5419354838714,-88.43769808173478,-1140.1806451612904
F2,France,Paris,Brazil,Belo Horizonte,-3177.341935483871,-82.14979149291077,-1059.1139784946238
F2,France,Paris,Brazil,Salvador,-3050.941935483871,-78.88173477898248,-1016.9806451612903
F2,France,Paris,Brazil,Curitiba,-3248.941935483871,-84.00100083402835,-1082.9806451612903
F2,France,Paris,USA,New York,-2667.741935483871,-68.97414512093411,-889.2473118279571
F2,France,Paris,USA,San Francisco,-3629.741935483871,-93.8465387823186,-1209.9139784946237
F2,France,Paris,USA,Austin,-1289.7419354838712,-33.34612176814012,-429.91397849462373
F2,France,Paris,USA,Miami,-2019.7419354838712,-52.22018348623854,-673.2473118279571
F2,France,Paris,Germany,Berlin,325.8064516129034,8.423686405337785,108.60215053763447
F2,France,Paris,Germany,Munich,-521.5053763440865,-13.48345843758689,-173.83512544802883
F2,France,Paris,Germany,Frankfurt,-86.02150537634407,-2.224075618571031,-28.673835125448022
F2,France,Paris,France,Lyon,1062.3655913978491,27.46733388935223,354.12186379928306
F2,France,Paris,France,Marseille,1312.9032258064508,33.944954128440344,437.63440860215024
F2,France,Paris,Portugal,Lisbon,1753.7634408602153,45.343341673616905,584.5878136200718
F2,France,Paris,Portugal,Porto,2165.5913978494627,55.99110369752572,721.8637992831542
F2,France,Paris,Portugal,Faro,2338.709677419354,60.4670558798999,779.5698924731181
F2,France,Lyon,Brazil,São Paulo,-4540.10752688172,-92.08942202835333,-1513.36917562724
F2,France,Lyon,Brazil,Rio de Janeiro,-4482.9075268817205,-90.92920392584514,-1494.3025089605735
F2,France,Lyon,Brazil,Belo Horizonte,-4239.707526881721,-85.99624863685933,-1413.235842293907
F2,France,Lyon,Brazil,Salvador,-4113.30752688172,-83.43241003271538,-1371.1025089605735
F2,France,Lyon,Brazil,Curitiba,-4311.30752688172,-87.4485496183206,-1437.1025089605735
F2,France,Lyon,USA,New York,-3730.1075268817203,-75.659760087241,-1243.36917562724
F2,France,Lyon,USA,San Francisco,-4692.10752688172,-95.17251908396946,-1564.0358422939069
F2,France,Lyon,USA,Austin,-2352.1075268817203,-47.70905125408942,-784.0358422939067
F2,France,Lyon,USA,Miami,-3082.1075268817203,-62.51603053435114,-1027.36917562724
F2,France,Lyon,Germany,Berlin,-736.5591397849457,-14.940021810250808,-245.51971326164858
F2,France,Lyon,Germany,Munich,-1583.8709677419356,-32.12649945474374,-527.9569892473119
F2,France,Lyon,Germany,Frankfurt,-1148.3870967741932,-23.29334787350054,-382.7956989247311
F2,France,Lyon,France,Paris,-1062.3655913978491,-21.548527808069785,-354.12186379928306
F2,France,Lyon,France,Marseille,250.53763440860166,5.081788440567057,83.51254480286723
F2,France,Lyon,Portugal,Lisbon,691.3978494623661,14.023991275899682,230.46594982078872
F2,France,Lyon,Portugal,Porto,1103.2258064516136,22.377317339149418,367.7419354838712
F2,France,Lyon,Portugal,Faro,1276.344086021505,25.88876772082878,425.44802867383504
F2,France,Marseille,Brazil,São Paulo,-4790.645161290322,-92.4719800747198,-1596.8817204301074
F2,France,Marseille,Brazil,Rio de Janeiro,-4733.445161290322,-91.36787048567871,-1577.8150537634408
F2,France,Marseille,Brazil,Belo Horizonte,-4490.245161290322,-86.67347447073475,-1496.7483870967742
F2,France,Marseille,Brazil,Salvador,-4363.845161290322,-84.23362391033623,-1454.6150537634405
F2,France,Marseille,Brazil,Curitiba,-4561.845161290322,-88.0555417185554,-1520.6150537634405
F2,France,Marseille,USA,New York,-3980.645161290322,-76.8368617683686,-1326.8817204301074
F2,France,Marseille,USA,San Francisco,-4942.645161290322,-95.40597758405977,-1647.548387096774
F2,France,Marseille,USA,Austin,-2602.645161290322,-50.23785803237858,-867.548387096774
F2,France,Marseille,USA,Miami,-3332.645161290322,-64.32876712328766,-1110.8817204301074
F2,France,Marseille,Germany,Berlin,-987.0967741935474,-19.053549190535474,-329.0322580645158
F2,France,Marseille,Germany,Munich,-1834.4086021505373,-35.408883354088836,-611.469534050179
F2,France,Marseille,Germany,Frankfurt,-1398.9247311827949,-27.002905770029045,-466.30824372759827
F2,France,Marseille,France,Paris,-1312.9032258064508,-25.34246575342464,-437.63440860215024
F2,France,Marseille,France,Lyon,-250.53763440860166,-4.836031548360307,-83.51254480286723
F2,France,Marseille,Portugal,Lisbon,440.8602150537645,8.509755085097572,146.95340501792148
F2,France,Marseille,Portugal,Porto,852.688172043012,16.45911166459114,284.22939068100396
F2,France,Marseille,Portugal,Faro,1025.8064516129034,19.80074719800748,341.9354838709678
F2,Portugal,Lisbon,Brazil,São Paulo,-5231.5053763440865,-93.06235654169855,-1743.8351254480287
F2,Portugal,Lisbon,Brazil,Rio de Janeiro,-5174.305376344087,-92.04483550114767,-1724.7684587813621
F2,Portugal,Lisbon,Brazil,Belo Horizonte,-4931.105376344087,-87.71859219586841,-1643.7017921146955
F2,Portugal,Lisbon,Brazil,Salvador,-4804.705376344086,-85.47008416220352,-1601.568458781362
F2,Portugal,Lisbon,Brazil,Curitiba,-5002.705376344086,-88.99227237949503,-1667.568458781362
F2,Portugal,Lisbon,USA,New York,-4421.5053763440865,-78.65340474368784,-1473.8351254480287
F2,Portugal,Lisbon,USA,San Francisco,-5383.5053763440865,-95.76625860749809,-1794.5017921146955
F2,Portugal,Lisbon,USA,Austin,-3043.5053763440865,-54.14039785768937,-1014.5017921146955
F2,Portugal,Lisbon,USA,Miami,-3773.5053763440865,-67.12624330527926,-1257.8351254480287
F2,Portugal,Lisbon,Germany,Berlin,-1427.9569892473119,-25.401683244070387,-475.98566308243727
F2,Portugal,Lisbon,Germany,Munich,-2275.2688172043017,-40.474368783473615,-758.4229390681006
F2,Portugal,Lisbon,Germany,Frankfurt,-1839.7849462365593,-32.72762050497322,-613.2616487455198
F2,Portugal,Lisbon,France,Paris,-1753.7634408602153,-31.19739862280031,-584.5878136200718
F2,Portugal,Lisbon,France,Lyon,-691.3978494623661,-12.299158377964813,-230.46594982078872
F2,Portugal,Lisbon,France,Marseille,-440.8602150537645,-7.842387146136208,-146.95340501792148
F2,Portugal,Lisbon,Portugal,Porto,411.82795698924747,7.325937260902833,137.27598566308248
F2,Portugal,Lisbon,Portugal,Faro,584.9462365591389,10.405508798775806,194.98207885304632
F2,Portugal,Porto,Brazil,São Paulo,-5643.333333333334,-93.53591160220994,-1881.1111111111113
F2,Portugal,Porto,Brazil,Rio de Janeiro,-5586.133333333334,-92.58784530386741,-1862.0444444444447
F2,Portugal,Porto,Brazil,Belo Horizonte,-5342.933333333334,-88.55690607734807,-1780.977777777778
F2,Portugal,Porto,Brazil,Salvador,-5216.533333333334,-86.46187845303868,-1738.8444444444447
F2,Portugal,Porto,Brazil,Curitiba,-5414.533333333334,-89.74364640883977,-1804.8444444444447
F2,Portugal,Porto,USA,New York,-4833.333333333334,-80.11049723756906,-1611.1111111111113
F2,Portugal,Porto,USA,San Francisco,-5795.333333333334,-96.05524861878453,-1931.777777777778
F2,Portugal,Porto,USA,Austin,-3455.333333333334,-57.2707182320442,-1151.777777777778
F2,Portugal,Porto,USA,Miami,-4185.333333333334,-69.37016574585635,-1395.1111111111113
F2,Portugal,Porto,Germany,Berlin,-1839.7849462365593,-30.493673142042415,-613.2616487455198
F2,Portugal,Porto,Germany,Munich,-2687.096774193549,-44.537515594368216,-895.6989247311831
F2,Portugal,Porto,Germany,Frankfurt,-2251.612903225807,-37.31955088219569,-750.5376344086022
F2,Portugal,Porto,France,Paris,-2165.5913978494627,-35.89378007485297,-721.8637992831542
F2,Portugal,Porto,France,Lyon,-1103.2258064516136,-18.28551060417039,-367.7419354838712
F2,Portugal,Porto,France,Marseille,-852.688172043012,-14.132953127784727,-284.22939068100396
F2,Portugal,Porto,Portugal,Lisbon,-411.82795698924747,-6.825877740153271,-137.27598566308248
F2,Portugal,Porto,Portugal,Faro,173.11827956989146,2.869363749777206,57.706093189963816
F2,Portugal,Faro,Brazil,São Paulo,-5816.451612903225,-93.71621621621622,-1938.8172043010752
F2,Portugal,Faro,Brazil,Rio de Janeiro,-5759.251612903226,-92.7945945945946,-1919.7505376344086
F2,Portugal,Faro,Brazil,Belo Horizonte,-5516.051612903226,-88.87609147609147,-1838.683870967742
F2,Portugal,Faro,Brazil,Salvador,-5389.651612903225,-86.83950103950103,-1796.5505376344083
F2,Portugal,Faro,Brazil,Curitiba,-5587.651612903225,-90.02972972972972,-1862.5505376344083
F2,Portugal,Faro,USA,New York,-5006.451612903225,-80.66528066528066,-1668.8172043010752
