person_id,city_br,dependents,rent_status,housing_cost,basic_food_cost,transport_cost,utilities_cost,healthcare_cost,dependent_adjustment,total_household_cost,cost_per_capita,economic_pressure_ratio
eb50df0c-26bb-464f-ab4e-169b023cd7fc,Belo Horizonte,1,aluguel,2200,650,200,280,150,534.0,4014.0,2007.0,2.1215644820295982
4aa24cff-f15c-46b1-89b7-d1dc073e0e9f,Macapá,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.2713815789473684
22384658-20f0-4641-aa1f-db67198e178f,Campinas,1,próprio,1600,800,250,300,200,650.0,3800.0,1900.0,1.380813953488372
f6b1d93b-c555-4ed4-920e-e3bba66b4ab5,Salvador,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,1.9927536231884058
013dea10-7cc7-4932-bcbe-5f9e19532cb1,Fortaleza,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.23148148148148148
ddb05014-3f2c-4c63-97bd-928652aa35cc,Campinas,1,próprio,1600,800,250,300,200,650.0,3800.0,1900.0,1.5236567762630313
f51d2bbe-22b3-44eb-8b60-ac3b879056d9,Fortaleza,0,aluguel,1000,600,180,250,120,0.0,2150.0,2150.0,0.7142857142857143
2053a307-e2fe-4705-8bec-3e6354029c13,Belo Horizonte,1,aluguel,2200,650,200,280,150,534.0,4014.0,2007.0,inf
1fba5fbe-0c8f-46d9-84dd-be863b693deb,Joinville,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.30718954248366015
43fe2ed3-af83-4f18-8faa-0d0947bc2d3e,São Paulo,2,próprio,1600,800,250,300,200,1300.0,4450.0,1483.3333333333333,inf
28aa7298-522c-44df-986d-22626c5faff2,Vitória,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.4492753623188406
3096f074-0df9-40ca-949e-e3d305799ac7,Porto Alegre,0,próprio,650,680,210,320,160,0.0,2020.0,2020.0,0.6908344733242134
6249dca4-7dfd-4021-86ea-db9d3c687bb3,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,0.33075601374570446
fa89cd47-e826-4de6-86e4-290ce5f4f341,São Paulo,2,próprio,1600,800,250,300,200,1300.0,4450.0,1483.3333333333333,3.4549689440993787
299a63cb-bbf7-42ec-8768-fb83d1393f32,Belo Horizonte,2,aluguel,2200,650,200,280,150,1068.0,4548.0,1516.0,1.184375
6185f62a-2c17-4669-93c1-0bbbc4fdc54e,São Luís,1,aluguel,1800,600,180,250,120,483.0,3433.0,1716.5,4.664402173913044
67c0ef71-f179-4012-af86-2d01ffe2ccf2,Campinas,0,aluguel,1800,800,250,300,200,0.0,3350.0,3350.0,0.24360093077370565
2895b223-b110-4433-bbba-f355428ec9d0,Rio de Janeiro,0,aluguel,1600,750,230,350,180,0.0,3110.0,3110.0,1.8780193236714975
20a66f8c-76b5-407e-9871-9a22ff97beaa,Porto Alegre,0,próprio,650,680,210,320,160,0.0,2020.0,2020.0,0.27238403451995685
b6eb6e84-08fe-47f3-afca-1062e00fb135,Londrina,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,0.342984934086629
6b8abbf3-3d6d-4362-a72b-82894852dd91,Londrina,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,inf
52fa94c7-0f68-43c2-8901-9754970d5e7e,Natal,0,aluguel,1000,600,180,250,120,0.0,2150.0,2150.0,2.5966183574879227
f7df2a7e-e842-46c8-baf1-695353b22a94,São Luís,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,1.4945652173913044
2c1619c4-ca00-4e05-8e81-165761d9f024,Campinas,1,próprio,1600,800,250,300,200,650.0,3800.0,1900.0,3.177257525083612
84b0f959-5ae6-4f6a-b2f2-aec2e0cf1e9e,Belo Horizonte,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.9108527131782945
383d6117-85ae-4a99-a13c-c3972744d50c,Cuiabá,2,cedido,1100,650,200,280,150,1068.0,3448.0,1149.3333333333333,1.4849267872523686
f95b153a-07fe-45a2-9098-caf3dc8c1de0,Salvador,1,aluguel,1800,600,180,250,120,483.0,3433.0,1716.5,0.5544250645994832
04b91337-dc6a-41e2-887d-031545296337,Belo Horizonte,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,1.6670480549199085
30875e58-eddb-4272-ba9e-ecdc98ba37f7,Vitória,2,próprio,1100,650,200,280,150,1068.0,3448.0,1149.3333333333333,2.6770186335403725
f502c999-fd12-4400-b3ca-1a33533f7ad4,São Paulo,1,próprio,1600,800,250,300,200,650.0,3800.0,1900.0,inf
b09bf4cd-bf94-475b-81b2-97ad3c444c96,Recife,2,cedido,900,600,180,250,120,966.0,3016.0,1005.3333333333334,inf
0f5fecc0-afc7-402f-9a5f-a935a34d6904,Rio de Janeiro,2,aluguel,3000,750,230,350,180,1254.0,5764.0,1921.3333333333333,0.9308785529715762
4f0bfa1c-c509-472a-a2c3-e8b8d7c32440,Porto Velho,2,próprio,1100,650,200,280,150,1068.0,3448.0,1149.3333333333333,inf
77e68bd0-2012-4ca7-b788-b5ef01bc5533,Natal,0,aluguel,1000,600,180,250,120,0.0,2150.0,2150.0,1.0
de82fa64-a057-4566-a0d2-aff6a64ab51b,Campinas,0,aluguel,1800,800,250,300,200,0.0,3350.0,3350.0,0.18536963258078795
b4c5a349-650f-40b3-a3ea-6d71e8ff38da,Fortaleza,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,1.9927536231884058
1d48e69a-10d7-46b4-814a-a3bbb0e7b4d7,Manaus,1,aluguel,2200,650,200,280,150,534.0,4014.0,2007.0,inf
75402ac8-22b4-4c4c-8649-0ea801e23042,São Paulo,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,1.7753623188405796
e4df263e-cf74-4185-8679-0abde80e0db0,Brasília,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.14506172839506173
93f07d81-710a-4eac-8d92-43e8f1152c73,Goiânia,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.41228070175438597
126fedd2-aba4-418a-83ce-3358e646cee7,Natal,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,1.9666149068322982
9dbf9280-2db5-4c67-8930-1cfb639633ff,São Luís,3,próprio,900,600,180,250,120,1449.0,3499.0,874.75,3.1693840579710146
4dc6e02f-8ea5-4f77-a1cc-3eebd600ef1c,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,1.931438127090301
c8754dd6-37b0-4186-8a84-da569101ca62,Florianópolis,0,cedido,650,680,210,320,160,0.0,2020.0,2020.0,0.809943865276664
aa13aa98-5409-4806-bec2-09bd6c663f33,Florianópolis,1,aluguel,2400,680,210,320,160,568.0,4338.0,2169.0,3.9293478260869565
a41f0dcc-d5fd-4df5-95e2-6fbf532a630a,Rio de Janeiro,1,aluguel,3000,750,230,350,180,627.0,5137.0,2568.5,2.844407530454042
59141808-b09e-45b2-8f9f-dd09b7ed30f3,Salvador,0,cedido,500,600,180,250,120,0.0,1650.0,1650.0,1.4945652173913044
a96630c3-46a8-466f-a539-852d56d6db2f,Belém,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.4252400548696845
89dc73fd-f5e8-4ac5-a64b-fbe3095cd1ef,Joinville,2,aluguel,2200,650,200,280,150,1068.0,4548.0,1516.0,0.8485074626865672
7e760ba2-f532-450a-b407-b2311350c7b5,Recife,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,1.7934782608695652
a39e7b1f-0992-4d29-9f4e-2f581fa9a701,Belo Horizonte,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,0.8407871198568873
e0333cb5-af60-40ec-8376-35ebb20f6cf7,Manaus,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,2.0735785953177257
a290ac53-0439-494d-a16c-a2c250e61b64,Campinas,0,aluguel,1800,800,250,300,200,0.0,3350.0,3350.0,3.0344202898550723
61a680d4-dabd-4255-9576-ba8e2bd32954,Londrina,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.26918671248568155
b948c00c-d1ca-4857-b582-e179a76be45f,Rio de Janeiro,0,aluguel,1600,750,230,350,180,0.0,3110.0,3110.0,0.6270161290322581
dbe62dca-f60c-4e24-a559-0f5a8503a9de,Campinas,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,inf
7fe794fe-a987-4f94-a684-f822dcf9c798,Vitória,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.23313492063492064
c0b85432-fa66-418d-a344-9535f8c1f56f,Fortaleza,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,3.9332298136645965
03e44415-2c26-4516-9d70-e5cdc5534a56,São Luís,1,cedido,900,600,180,250,120,483.0,2533.0,1266.5,0.2361111111111111
26e7e772-54d1-4cd9-acc1-13533645cb52,São Paulo,0,aluguel,1800,800,250,300,200,0.0,3350.0,3350.0,1.2984496124031009
0744e205-3b3a-4ffd-a002-8e14b170ab1c,São Paulo,1,próprio,1600,800,250,300,200,650.0,3800.0,1900.0,1.636520241171404
b956cfda-a022-4ccf-b3e9-09991adcd589,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,0.4125
d8074459-d2ee-461f-96e5-d1880772385a,Joinville,1,aluguel,2200,650,200,280,150,534.0,4014.0,2007.0,3.1164596273291925
0c4100d7-4245-4867-84b8-cafb385d10e0,Campo Grande,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,1.5719063545150502
f9e2e762-1938-4bfa-8ae2-108ba146fd17,Rio Branco,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.2010233918128655
3c736724-806c-4301-b718-effa36c86e09,Salvador,0,cedido,500,600,180,250,120,0.0,1650.0,1650.0,1.6304347826086956
a767b425-2d39-4eaf-830f-f655008c2578,Fortaleza,2,próprio,900,600,180,250,120,966.0,3016.0,1005.3333333333334,3.2782608695652176
b14786f1-4b7a-49b2-b747-0ca73291032c,Vitória,2,aluguel,2200,650,200,280,150,1068.0,4548.0,1516.0,5.492753623188406
8eafb97d-096e-4e61-acdb-08b5150ce774,Macapá,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.16252955082742318
9eb6e538-5ac0-41bd-897b-54f1f9df126e,São Paulo,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,1.6644021739130435
0611e0ff-9516-45a8-afc9-d6dea9315a43,Belo Horizonte,1,aluguel,2200,650,200,280,150,534.0,4014.0,2007.0,inf
b4b3e305-8602-42b6-81ae-2821cfafb60e,Belo Horizonte,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,2.8794466403162056
05777f31-a69c-49ad-9b74-9ed68ae70c37,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,1.3215102974828374
bd49dede-b7d4-4851-8f4f-440de2f9b496,Campo Grande,2,aluguel,2200,650,200,280,150,1068.0,4548.0,1516.0,inf
f4f3a9df-5bc9-438b-acf6-163cde5a0b01,São Paulo,0,aluguel,1800,800,250,300,200,0.0,3350.0,3350.0,0.12747336377473364
389ea640-eb8f-4236-b869-f4e8fb48a407,Recife,0,cedido,500,600,180,250,120,0.0,1650.0,1650.0,1.281055900621118
9c8a2e3b-fb3f-4bf1-a95c-56c1c760b099,Brasília,1,cedido,1100,650,200,280,150,534.0,2914.0,1457.0,1.4118217054263567
0af2a3bd-3c96-46c7-a897-a9a3950759d5,Belo Horizonte,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,0.10042735042735043
c664fdc9-860e-4d6d-a6ba-7f95345ab845,Vitória,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.028852056476365868
da2867c1-2e73-46f0-8a2a-de591a303abf,Belém,3,próprio,1100,650,200,280,150,1602.0,3982.0,995.5,0.6726351351351352
1d179447-12ed-436c-b295-96fbfe5703d9,Rio de Janeiro,2,próprio,1500,750,230,350,180,1254.0,4264.0,1421.3333333333333,0.19480994152046785
a8594539-fce6-4f9f-8692-d318d4a1caa3,Porto Velho,1,cedido,1100,650,200,280,150,534.0,2914.0,1457.0,3.167391304347826
28da732c-787f-40c4-9681-fdfb2e5ca555,Natal,2,aluguel,1800,600,180,250,120,966.0,3916.0,1305.3333333333333,0.6440789473684211
7a457d4b-6c01-46f3-a00c-d86c7b4c0675,São Paulo,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,1.187015503875969
cd6bb08d-101a-414e-9443-e99aac42c402,Recife,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,4.588768115942029
c26fd4d3-7575-410e-bfea-41c5864d15db,Belo Horizonte,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,3.9592391304347827
dac0d174-4b9e-44f0-9bc5-a359ee156614,Goiânia,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,0.28703703703703703
04f328a8-3026-4a3f-82ec-d4a52c0658f3,São Luís,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,3.9332298136645965
78143be4-038d-497a-bf1e-23aa96646783,Vitória,1,aluguel,2200,650,200,280,150,534.0,4014.0,2007.0,1.26147077309868
b789e0b0-6289-4fd1-a242-76eb1358fd3b,São Paulo,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,1.4016018306636155
9bfac2a0-cf45-4279-a4a1-af28a3aa4c04,São Luís,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,0.17330322933771208
57c396bb-f5ae-4a7d-a7a3-9a2cd0cd0be0,Vitória,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,inf
677419f8-a613-4872-ab49-a52d4b7fb1d0,Florianópolis,0,próprio,650,680,210,320,160,0.0,2020.0,2020.0,inf
3857c80c-4c41-4f29-add8-d6e2b7229878,Campinas,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,1.4016018306636155
26728a6f-4c83-4f44-b572-d63ca007b7cc,Florianópolis,0,próprio,650,680,210,320,160,0.0,2020.0,2020.0,1.372282608695652
191d98c3-0999-4ad3-9ec8-a56bee262f72,Curitiba,3,próprio,1200,680,210,320,160,1704.0,4274.0,1068.5,4.223320158102767
a2d4beb8-fa9a-4e1e-a9fb-f234019a545f,Cuiabá,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.22810890360559236
286a49db-f0f8-40e4-8276-3e9d5165da59,Natal,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,inf
862c5c41-92a1-48bf-94d0-02fafb10f349,Vitória,1,aluguel,2200,650,200,280,150,534.0,4014.0,2007.0,1.4143763213530656
bef189c5-bf90-4a74-9429-d03c8c0fe77d,Belo Horizonte,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.7209302325581395
b4743cf4-d06a-4fcb-88cb-31c86b428efe,Recife,1,aluguel,1800,600,180,250,120,483.0,3433.0,1716.5,3.1096014492753623
a2f9f6b2-8783-4de2-a834-82ca2beee836,São Luís,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.322265625
ba5dfe9c-ec01-4619-90db-f77a085c4967,Joinville,2,próprio,1100,650,200,280,150,1068.0,3448.0,1149.3333333333333,3.4071146245059287
f4260d5d-7d88-4aea-8d30-bb63a25ee377,Rio de Janeiro,0,cedido,800,750,230,350,180,0.0,2310.0,2310.0,1.3215102974828374
87164675-73f3-4347-ac61-bd119adae564,Vitória,2,aluguel,2200,650,200,280,150,1068.0,4548.0,1516.0,inf
0eb2dd9f-9509-4078-9371-2268eb03dd36,Belo Horizonte,1,aluguel,2200,650,200,280,150,534.0,4014.0,2007.0,2.222591362126246
1233962d-6253-4259-a76e-19b99d3fa572,Curitiba,3,aluguel,2400,680,210,320,160,1704.0,5474.0,1368.5,1.2910377358490566
446a627e-7b14-4eea-88d5-12b1ab2a2e45,Salvador,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.710594315245478
b5fac948-4c04-4861-95cd-37dc7c773c17,Cuiabá,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.2974683544303797
c6f74851-e9b7-48d4-842a-d7528202f9b0,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,0.41847826086956524
13084e48-ce6a-4cc4-8edb-d7a2d463f2e4,Belo Horizonte,1,aluguel,2200,650,200,280,150,534.0,4014.0,2007.0,3.1164596273291925
99115031-2fdf-4fa3-9e8c-9a69ca93ec79,Campinas,1,cedido,1600,800,250,300,200,650.0,3800.0,1900.0,inf
0ca2bdff-8190-4bb4-9ac3-e82de655aaae,São Paulo,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,0.4029605263157895
30790ea4-e4fc-474d-b275-468f1020d02f,Salvador,2,aluguel,1800,600,180,250,120,966.0,3916.0,1305.3333333333333,2.128260869565217
53982552-838c-4055-a3e2-7fb7f2e0f91e,Fortaleza,0,aluguel,1000,600,180,250,120,0.0,2150.0,2150.0,1.7976588628762542
79de493b-d292-48e5-a078-a397f0302131,Curitiba,0,aluguel,1300,680,210,320,160,0.0,2670.0,2670.0,1.451086956521739
21b4f212-5ee9-4e98-8d0d-774168a86b46,Campinas,1,aluguel,3200,800,250,300,200,650.0,5400.0,2700.0,3.260869565217391
a8b812ed-1d25-4216-bf1d-c00e9db7e69c,Campinas,3,próprio,1600,800,250,300,200,1950.0,5100.0,1275.0,1.6472868217054264
234947ba-c4e5-4398-8612-a1400cc70513,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,0.7461240310077519
acd1091b-2c9c-4e89-8251-cdde84f4bf01,São Paulo,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,2.048494983277592
00b50352-9f36-4a86-b779-baeec79c99b2,São Paulo,1,aluguel,3200,800,250,300,200,650.0,5400.0,2700.0,4.891304347826087
f9314951-89bc-42dc-95a6-c808d8338c4f,Recife,2,próprio,900,600,180,250,120,966.0,3016.0,1005.3333333333334,1.4027906976744187
879f77c2-91d3-4efa-b25a-5de0afa3088f,Campinas,1,próprio,1600,800,250,300,200,650.0,3800.0,1900.0,0.9313725490196079
a50103ac-b7ad-41d2-9992-df47b28829ab,Recife,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,0.2706196581196581
0c93fdb1-b518-4a03-8899-72d11492cd05,Cuiabá,2,próprio,1100,650,200,280,150,1068.0,3448.0,1149.3333333333333,0.8132075471698114
d13ad58f-a1a1-4ae2-8047-9ecd3eed8d4f,Belém,1,cedido,1100,650,200,280,150,534.0,2914.0,1457.0,2.4364548494983276
3e6f425b-582c-40e8-895a-6d803f352415,Salvador,0,aluguel,1000,600,180,250,120,0.0,2150.0,2150.0,1.0416666666666667
11473229-1eda-462c-a160-807fe3a34e8a,Natal,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.9136212624584718
e9459d86-68b6-4d5f-b7e1-111bb154d37d,Rio de Janeiro,1,próprio,1500,750,230,350,180,627.0,3637.0,1818.5,1.762112403100775
7a1cbb4b-9b86-44ad-a811-e3d37c1fdf5c,Campo Grande,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,1.583695652173913
b0281967-7866-4dec-8947-d71aeb3350c3,Brasília,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,inf
e1df09c9-c91a-4ded-af3e-2159e909358a,Florianópolis,1,aluguel,2400,680,210,320,160,568.0,4338.0,2169.0,1.5763081395348837
a4f67b14-8a5b-44d6-854c-61e2ba68af50,Campinas,2,próprio,1600,800,250,300,200,1300.0,4450.0,1483.3333333333333,1.2642045454545454
fd828ffe-a45f-4881-b800-d845412b341a,Rio de Janeiro,1,próprio,1500,750,230,350,180,627.0,3637.0,1818.5,1.243844049247606
6256811c-1c21-40cd-94c1-a4493228c294,Salvador,0,aluguel,1000,600,180,250,120,0.0,2150.0,2150.0,3.8949275362318843
e9dd1b50-0a2f-405a-819b-da932a494ddd,São Paulo,1,aluguel,3200,800,250,300,200,650.0,5400.0,2700.0,inf
a5d6f2af-7cbb-4435-a7e6-ea24f4889824,Natal,2,aluguel,1800,600,180,250,120,966.0,3916.0,1305.3333333333333,0.2692519251925192
5c8d7fbc-4171-4a0d-b049-bac73753c6f4,Porto Alegre,1,próprio,1200,680,210,320,160,568.0,3138.0,1569.0,0.7845
869c0496-2e1c-4b12-91ed-f7b8baebefe4,Belo Horizonte,2,aluguel,2200,650,200,280,150,1068.0,4548.0,1516.0,0.6445578231292517
6ab990b7-b774-4a3a-8bba-3e801f927c85,Salvador,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.4583333333333333
aa56e1bb-9f35-400a-b925-2612267f57bd,São Paulo,2,aluguel,3200,800,250,300,200,1300.0,6050.0,2016.6666666666667,3.868286445012788
5820e690-5744-4ca5-944b-0a685adc3517,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,0.04683698296836983
3a61e1f5-6516-4acb-94fe-ad06c46dd4c4,Belo Horizonte,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.3974358974358974
06acef25-3b8e-45c0-a5de-9a5354c2256f,Londrina,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,0.17295821462488128
c7d45222-bca2-4e91-b19e-78141dabb85a,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,0.11178861788617886
0777fa14-697b-4ea8-a234-a833faf65e6f,Macapá,1,cedido,900,600,180,250,120,483.0,2533.0,1266.5,2.753260869565217
eb00cccb-ec8c-4cfc-aadb-795ef2ec12d0,São Paulo,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,0.4939516129032258
2e42d230-e1d1-44bb-ae11-63cae2071c44,Campinas,1,próprio,1600,800,250,300,200,650.0,3800.0,1900.0,0.5385487528344671
5ea45eff-58a7-44bc-ab92-1a85f77f0b31,Salvador,2,aluguel,1800,600,180,250,120,966.0,3916.0,1305.3333333333333,inf
8d2185ad-7807-43b5-af69-5fb5d62426b9,Manaus,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,0.5130281690140845
1fe5ab00-a11d-4f1a-a4ba-000d86f72498,Salvador,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,0.7722560975609756
c13476ec-e109-428c-9753-0ca4b539ec7b,Fortaleza,1,aluguel,1800,600,180,250,120,483.0,3433.0,1716.5,6.219202898550725
c3a9a67c-e2e2-4a17-8f97-f9fe7bb03cfd,São Luís,2,próprio,900,600,180,250,120,966.0,3016.0,1005.3333333333334,3.642512077294686
cfbc84f4-baf1-4df9-b895-0247c45d8739,São Paulo,0,aluguel,1800,800,250,300,200,0.0,3350.0,3350.0,inf
7e090f77-af7b-42ab-b049-45eb50e33c42,Porto Alegre,2,próprio,1200,680,210,320,160,1136.0,3706.0,1235.3333333333333,0.9651041666666667
1f8ce994-3835-4c33-8a50-32027bcfa4c0,Campinas,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,0.32719017094017094
d684d2ff-9059-4048-bca2-3feb01f23972,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,0.6875
b0b79b58-0da7-48db-8326-e5745484aa0d,São Paulo,1,aluguel,3200,800,250,300,200,650.0,5400.0,2700.0,2.3255813953488373
f728339e-ee03-41a4-8f82-e6454e27caf9,Porto Velho,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,0.9504550050556118
efd963fb-42b6-4e01-a1f2-8130c30db64d,Rio de Janeiro,0,aluguel,1600,750,230,350,180,0.0,3110.0,3110.0,0.5267615176151762
bb5a7700-5adc-4e01-9a1d-47a4cb40ac28,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,0.4733606557377049
263168cd-87bb-4b29-aa26-da926dbe9faf,São Luís,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,0.8925299506694856
83bd6a4f-85fa-4abb-bf1c-fcf593524fcb,Palmas,0,aluguel,1000,600,180,250,120,0.0,2150.0,2150.0,1.3746803069053708
25ffbfe9-061a-4ed7-b4f0-9977779056de,Fortaleza,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,2.562111801242236
6c80e9c0-92e2-4c17-89d3-2c5e80c11909,Londrina,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,inf
b924fec3-e027-4f3a-beec-23bf73e982fa,São Luís,1,cedido,900,600,180,250,120,483.0,2533.0,1266.5,1.6195652173913044
249f9773-67df-4644-a86e-4fd76d521044,Salvador,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.8341759352881699
42e17bfb-d6b7-4775-92be-e4322889e1af,São Paulo,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,inf
1cc664ae-d3dc-469e-ad4a-9dbb52892192,São Luís,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.8341759352881699
9a37e678-2f09-4d06-b569-7bb892f88816,Rio de Janeiro,2,próprio,1500,750,230,350,180,1254.0,4264.0,1421.3333333333333,0.7724637681159421
e21f36d1-244d-4f85-9050-bc30a98ec9d3,Manaus,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.62
db4d9c0f-42cd-4afe-9c29-ab8f6e504e11,Porto Velho,2,aluguel,2200,650,200,280,150,1068.0,4548.0,1516.0,2.746376811594203
16e08e20-fd1c-493d-8f29-c67fbc158d1b,Vitória,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,inf
709bc8e2-7d34-4871-a737-0e64e60bd834,Joinville,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,0.590823381521056
1ecd440d-4c6a-403a-8785-f829d125ef3f,Belo Horizonte,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,2.6394927536231885
9e3d899e-d04a-4ff8-8dc8-8001c239948c,Vitória,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,1.3623188405797102
e021eaf0-4ff1-43a5-9c3b-1ef10bd707e3,São Paulo,1,aluguel,3200,800,250,300,200,650.0,5400.0,2700.0,0.32894736842105265
2f40152c-80d8-4f2d-8d16-74dcfd670fc3,São Paulo,0,aluguel,1800,800,250,300,200,0.0,3350.0,3350.0,0.397673314339981
0ecb0b3d-aa31-4d13-af5e-abc96375dc7c,Vitória,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,0.2013543394140409
c2aaac5d-507e-48c6-a7a6-1d6f39ecbe24,Joinville,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,0.674537037037037
423faf56-9a27-4472-ae87-b39708d18464,São Luís,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.5030487804878049
304953b8-1f74-4bc8-b7f3-26a4e8609d40,Manaus,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.2478017585931255
0a37436d-02a3-4936-8583-ad2768ec288e,Natal,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,0.20940806878306878
3b69733f-f3c8-4b6b-b5ec-63d12862315c,Vitória,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,0.9504550050556118
7ac877cb-aacb-4b2c-b009-3ef65714c2d8,Vitória,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.5340909090909091
d510e304-440d-41d1-b074-d3c81a009d5f,Campinas,1,próprio,1600,800,250,300,200,650.0,3800.0,1900.0,2.0084566596194504
3ed677ef-f635-4f03-8212-1f1b9d670361,Vitória,2,cedido,1100,650,200,280,150,1068.0,3448.0,1149.3333333333333,1.873913043478261
27356d72-44d6-491c-a6e1-08c09a95fab3,Rio de Janeiro,1,aluguel,3000,750,230,350,180,627.0,5137.0,2568.5,2.3893023255813954
50a65e48-3a15-414b-b1da-4f0393be0cf1,Florianópolis,1,próprio,1200,680,210,320,160,568.0,3138.0,1569.0,0.5373287671232877
6b358870-ecdd-4984-b504-86737235a26a,Palmas,2,cedido,900,600,180,250,120,966.0,3016.0,1005.3333333333334,inf
8eba460a-059c-4bcb-acb2-1fb17c376fea,Recife,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.3495762711864407
